kp,error,v,w,x,y
1.50,7.80,0.00,0.00,0.60,-0.00,0.00,0.00
1.50,7.80,0.00,0.00,0.60,-0.00,0.00,0.00
1.50,7.80,0.00,0.00,0.60,-0.00,0.00,0.00
1.50,7.80,0.00,0.00,0.60,-0.00,0.00,0.00
1.50,7.80,0.00,0.00,0.60,-0.01,0.00,0.00
1.50,7.80,0.00,0.00,0.60,-0.01,0.00,0.00
1.50,7.80,0.00,0.00,0.60,-0.01,0.00,0.00
1.50,7.80,0.01,0.01,0.60,-0.01,0.00,0.00
1.50,7.80,0.01,0.01,0.60,-0.01,0.00,0.00
1.50,7.80,0.01,0.01,0.60,-0.01,0.00,0.00
1.50,7.80,0.01,0.01,0.60,-0.01,0.00,0.00
1.50,7.80,0.01,0.01,0.60,-0.01,0.00,0.00
1.50,7.80,0.01,0.01,0.60,-0.02,0.00,0.00
1.50,7.80,0.01,0.01,0.60,-0.02,0.00,0.00
1.50,7.80,0.01,0.01,0.60,-0.02,0.00,0.00
1.50,7.80,0.02,0.02,0.60,-0.02,0.00,0.00
1.50,7.81,0.02,0.02,0.60,-0.03,0.00,0.00
1.50,7.81,0.02,0.02,0.60,-0.03,0.00,0.00
1.50,7.81,0.02,0.02,0.60,-0.03,0.00,0.00
1.50,7.81,0.03,0.03,0.60,-0.04,0.00,0.00
1.50,7.81,0.03,0.03,0.60,-0.05,0.00,0.00
1.50,7.82,0.03,0.03,0.60,-0.05,0.00,0.00
1.50,7.82,0.04,0.04,0.60,-0.06,0.00,0.00
1.50,7.82,0.05,0.05,0.60,-0.07,0.00,0.00
1.50,7.83,0.05,0.05,0.60,-0.08,0.00,0.00
1.50,7.84,0.06,0.06,0.60,-0.09,0.00,0.00
1.50,7.84,0.07,0.07,0.60,-0.10,0.00,0.00
1.50,7.85,0.08,0.08,0.60,-0.12,0.00,0.00
1.50,7.87,0.09,0.09,0.60,-0.14,0.00,0.00
1.50,7.88,0.10,0.10,0.60,-0.15,0.00,0.00
1.50,7.90,0.12,0.12,0.60,-0.18,0.00,0.00
1.50,7.93,0.14,0.14,0.60,-0.20,0.00,0.00
1.50,7.96,0.16,0.16,0.60,-0.23,0.00,0.00
1.50,8.00,0.18,0.18,0.60,-0.27,0.00,0.00
1.50,8.05,0.21,0.20,0.60,-0.30,0.00,0.00
1.50,8.11,0.24,0.23,0.60,-0.35,0.00,0.00
1.50,8.20,0.27,0.27,0.60,-0.40,0.00,0.00
1.50,8.31,0.31,0.30,0.60,-0.46,0.00,0.00
1.50,8.53,0.24,0.23,0.60,-0.35,0.00,0.00
1.50,9.07,-0.38,-0.36,0.60,0.55,0.00,0.00
1.50,9.44,-0.90,-0.73,0.60,1.10,0.00,0.00
1.50,9.34,-0.77,-0.65,0.60,0.98,0.00,0.00
1.50,8.80,-0.07,-0.07,0.60,0.10,0.00,0.00
1.50,8.36,0.28,0.27,0.60,-0.40,0.00,0.00
1.50,8.30,0.24,0.23,0.60,-0.35,0.00,0.00
1.50,8.32,0.24,0.24,0.60,-0.36,0.00,0.00
1.50,8.42,0.28,0.27,0.60,-0.40,0.00,0.00
1.50,8.84,-0.19,-0.19,0.60,0.28,0.00,0.00
1.50,9.31,-0.83,-0.70,0.60,1.04,0.00,0.00
1.50,9.29,-0.81,-0.68,0.60,1.02,0.00,0.00
1.50,8.76,-0.11,-0.11,0.60,0.16,0.00,0.00
1.50,8.38,0.22,0.22,0.60,-0.32,0.00,0.00
1.50,8.34,0.19,0.19,0.60,-0.28,0.00,0.00
1.50,8.37,0.20,0.20,0.60,-0.29,0.00,0.00
1.50,8.46,0.20,0.19,0.60,-0.29,0.00,0.00
1.50,8.83,-0.27,-0.26,0.60,0.39,0.00,0.00
1.50,9.21,-0.79,-0.67,0.60,1.00,0.00,0.00
1.50,9.02,-0.54,-0.50,0.60,0.74,0.00,0.00
1.50,8.44,0.19,0.19,0.60,-0.28,0.00,0.00
1.50,8.36,0.13,0.13,0.60,-0.19,0.00,0.00
1.50,8.34,0.10,0.10,0.60,-0.15,0.00,0.00
1.50,8.36,0.11,0.11,0.60,-0.17,0.00,0.00
1.50,8.38,0.13,0.13,0.60,-0.19,0.00,0.00
1.50,8.41,0.15,0.15,0.60,-0.22,0.00,0.00
1.50,8.57,-0.03,-0.03,0.60,0.04,0.00,0.00
1.50,8.87,-0.45,-0.42,0.60,0.63,0.00,0.00
1.50,8.75,-0.29,-0.28,0.60,0.42,0.00,0.00
1.50,8.42,0.12,0.12,0.60,-0.18,0.00,0.00
1.50,8.40,0.09,0.09,0.60,-0.13,0.00,0.00
1.50,8.41,0.09,0.09,0.60,-0.14,0.00,0.00
1.50,8.43,0.11,0.10,0.60,-0.16,0.00,0.00
1.50,8.72,-0.30,-0.29,0.60,0.43,0.00,0.00
1.50,8.99,-0.70,-0.61,0.60,0.92,0.00,0.00
1.50,8.50,-0.00,-0.00,0.60,0.00,0.00,0.00
1.50,8.41,0.04,0.04,0.60,-0.06,0.00,0.00
1.50,8.40,0.03,0.03,0.60,-0.04,0.00,0.00
1.50,8.41,0.03,0.03,0.60,-0.05,0.00,0.00
1.50,8.41,0.03,0.03,0.60,-0.05,0.00,0.00
1.50,8.41,0.04,0.04,0.60,-0.06,0.00,0.00
1.50,8.42,0.04,0.04,0.60,-0.06,0.00,0.00
1.50,8.84,-0.59,-0.53,0.60,0.80,0.00,0.00
1.50,9.08,-0.96,-0.76,0.60,1.15,0.00,0.00
1.50,8.42,0.00,0.00,0.60,-0.01,0.00,0.00
1.50,8.43,-0.06,-0.06,0.60,0.09,0.00,0.00
1.50,8.44,-0.09,-0.09,0.60,0.13,0.00,0.00
1.50,8.44,-0.10,-0.10,0.60,0.15,0.00,0.00
1.50,11.09,-4.13,-1.33,0.60,2.00,0.00,0.00
1.50,11.68,-5.10,-1.38,0.60,2.07,0.00,0.00
1.50,11.68,-5.09,-1.38,0.60,2.07,0.00,0.00
1.50,11.72,-4.92,-1.37,0.60,2.06,0.00,0.00
1.50,11.74,-4.33,-1.34,0.60,2.02,0.00,0.00
1.50,10.06,-0.69,-0.60,0.60,0.90,0.00,0.00
1.50,8.91,0.52,0.48,0.60,-0.72,0.00,0.00
1.50,7.71,0.78,0.66,0.60,-1.00,0.00,0.00
1.50,7.22,0.63,0.56,0.60,-0.84,0.00,0.00
1.50,6.96,0.53,0.49,0.60,-0.73,0.00,0.00
1.50,6.87,0.49,0.46,0.60,-0.69,0.00,0.00
1.50,6.93,0.50,0.47,0.60,-0.70,0.00,0.00
1.50,7.14,0.57,0.51,0.60,-0.77,0.00,0.00
1.50,7.52,0.67,0.59,0.60,-0.88,0.00,0.00
1.50,8.03,0.80,0.67,0.60,-1.01,0.00,0.00
1.50,10.60,-2.15,-1.14,0.60,1.70,0.00,0.00
1.50,13.31,-5.59,-1.39,0.60,2.09,0.00,0.00
1.50,12.52,-5.69,-1.40,0.60,2.10,0.00,0.00
1.50,12.18,-5.73,-1.40,0.60,2.10,0.00,0.00
1.50,12.22,-5.73,-1.40,0.60,2.10,0.00,0.00
1.50,12.85,-5.88,-1.40,0.60,2.10,0.00,0.00
1.50,11.60,-4.70,-1.36,0.60,2.04,0.00,0.00
1.50,9.84,-2.44,-1.18,0.60,1.77,0.00,0.00
1.50,7.33,0.46,0.43,0.60,-0.64,0.00,0.00
1.50,6.96,0.28,0.27,0.60,-0.41,0.00,0.00
1.50,6.79,0.16,0.16,0.60,-0.23,0.00,0.00
1.50,6.73,0.07,0.07,0.60,-0.11,0.00,0.00
1.50,6.72,0.02,0.02,0.60,-0.03,0.00,0.00
1.50,6.72,0.02,0.02,0.60,-0.02,0.00,0.00
1.50,6.72,0.02,0.02,0.60,-0.03,0.00,0.00
1.50,6.72,0.02,0.02,0.60,-0.03,0.00,0.00
1.50,6.72,0.02,0.02,0.60,-0.04,0.00,0.00
1.50,6.73,0.03,0.03,0.60,-0.04,0.00,0.00
1.50,6.73,0.03,0.03,0.60,-0.05,0.00,0.00
1.50,6.73,0.04,0.04,0.60,-0.05,0.00,0.00
1.50,6.74,0.04,0.04,0.60,-0.06,0.00,0.00
1.50,6.74,0.05,0.05,0.60,-0.07,0.00,0.00
1.50,6.75,0.05,0.05,0.60,-0.08,0.00,0.00
1.50,6.75,0.06,0.06,0.60,-0.09,0.00,0.00
1.50,6.76,0.07,0.07,0.60,-0.11,0.00,0.00
1.50,6.77,0.08,0.08,0.60,-0.12,0.00,0.00
1.50,6.78,0.09,0.09,0.60,-0.14,0.00,0.00
1.50,6.80,0.11,0.11,0.60,-0.16,0.00,0.00
1.50,6.82,0.12,0.12,0.60,-0.18,0.00,0.00
1.50,6.84,0.14,0.14,0.60,-0.21,0.00,0.00
1.50,6.87,0.16,0.16,0.60,-0.24,0.00,0.00
1.50,6.91,0.19,0.19,0.60,-0.28,0.00,0.00
1.50,6.96,0.22,0.21,0.60,-0.32,0.00,0.00
1.50,7.02,0.25,0.24,0.60,-0.36,0.00,0.00
